Name,Gender,Course,Round,Hole,Par,Score,FIR,GIR,Approach.Dist,Putts,Exp_Putts,strokesgained,PuttLength
Player 3,Male,Longue Vue Club,Qualifying,7,4,4,Missed,Miss,51-75 yards,1,1.515,0.5149999999999999,8
Player 3,Male,Indiana Country Club,Qualifying,9,4,5,Missed,Miss,Less than 50 yards,2,1.515,-0.4850000000000001,8
Player 11,Male,Nemacolin Resort - Shepards Rock,Qualifying,1,5,4,Hit,Hit,Less than 50 yards,1,1.515,0.5149999999999999,8
Player 6,Male,Longue Vue Club,Qualifying,8,5,5,Missed,Hit,76-100 yards,2,1.515,-0.4850000000000001,8
Player 16,Female,Nemacolin Resort - Shepards Rock,Qualifying,4,5,5,Hit,Hit,151-175 yards,1,1.515,0.5149999999999999,8
Player 1,Male,Avalon Lakes Golf Club,Qualifying,3,5,4,Hit,Hit,Less than 50 yards,1,1.515,0.5149999999999999,8
Player 6,Male,Longue Vue Club,Qualifying,3,3,5,Not Applicable (PAR 3),Miss,201-225 yards,3,1.515,-1.485,8
Player 6,Male,Longue Vue Club,Qualifying,18,4,5,Missed,Miss,151-175 yards,2,1.515,-0.4850000000000001,8
Player 10,Male,Nemacolin Resort - Shepards Rock,Qualifying,7,4,3,Hit,Hit,101-125 yards,1,1.515,0.5149999999999999,8
Player 13,Male,Indiana Country Club,Qualifying,16,4,4,Hit,Hit,101-125 yards,2,1.515,-0.4850000000000001,8
Player 6,Male,San Destin Resort - Raven,Tournament,1,4,6,Missed,Miss,225 + yards,2,1.515,-0.4850000000000001,8
Player 3,Male,Columbus Country Club,Tournament,11,4,4,Missed,Hit,76-100 yards,2,1.515,-0.4850000000000001,8
Player 11,Male,Longue Vue Club,Qualifying,15,5,5,Hit,Hit,Less than 50 yards,2,1.575,-0.42500000000000004,9
Player 11,Male,Pittsburgh Field Club,Qualifying,2,4,4,Missed,Miss,76-100 yards,1,1.575,0.575,9
Player 8,Male,Longue Vue Club,Qualifying,7,4,4,Missed,Miss,51-75 yards,1,1.575,0.575,9
Player 13,Male,Indiana Country Club,Qualifying,1,5,5,Hit,Hit,Less than 50 yards,2,1.575,-0.42500000000000004,9
Player 3,Male,Longue Vue Club,Qualifying,13,4,4,Hit,Hit,Less than 50 yards,2,1.575,-0.42500000000000004,9
Player 3,Male,Columbus Country Club,Tournament,9,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.575,-0.42500000000000004,9
Player 1,Male,Avalon Lakes Golf Club,Qualifying,18,4,6,Hit,Miss,176-200 yards,2,1.575,-0.42500000000000004,9
Player 3,Male,San Destin Resort - Raven,Tournament,3,5,4,Hit,Hit,76-100 yards,1,1.575,0.575,9
Player 1,Male,Avalon Lakes Golf Club,Qualifying,9,4,5,Missed,Miss,51-75 yards,2,1.575,-0.42500000000000004,9
Player 3,Male,Longue Vue Club,Qualifying,10,3,2,Not Applicable (PAR 3),Hit,126-150 yards,1,1.575,0.575,9
Player 11,Male,Nemacolin Resort - Shepards Rock,Qualifying,8,3,4,Not Applicable (PAR 3),Miss,201-225 yards,2,1.575,-0.42500000000000004,9
Player 19,Female,Longue Vue Club,Competitive,15,5,6,Missed,Miss,176-200 yards,2,1.575,-0.42500000000000004,9
Player 5,Male,Longue Vue Club,Qualifying,2,4,4,Hit,Hit,101-125 yards,2,1.575,-0.42500000000000004,9
Player 3,Male,Longue Vue Club,Qualifying,4,5,5,Hit,Hit,201-225 yards,2,1.575,-0.42500000000000004,9
Player 8,Male,Avalon Lakes Golf Club,Qualifying,10,4,4,Hit,Hit,101-125 yards,2,1.575,-0.42500000000000004,9
Player 8,Male,Longue Vue Club,Qualifying,4,5,5,Missed,Hit,176-200 yards,2,1.575,-0.42500000000000004,9
Player 11,Male,Longue Vue Club,Qualifying,6,4,4,Hit,Hit,76-100 yards,2,1.575,-0.42500000000000004,9
Player 10,Male,Longue Vue Club,Qualifying,7,4,4,Missed,Hit,Less than 50 yards,2,1.575,-0.42500000000000004,9
Player 3,Male,Columbus Country Club,Tournament,17,3,4,Not Applicable (PAR 3),Miss,201-225 yards,2,1.575,-0.42500000000000004,9
Player 5,Male,Avalon Lakes Golf Club,Qualifying,7,4,5,Hit,Miss,151-175 yards,2,1.626,-0.3740000000000001,10
Player 1,Male,Indiana Country Club,Qualifying,3,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,1.626,-0.3740000000000001,10
Player 6,Male,Avalon Lakes Golf Club,Qualifying,1,4,5,Missed,Miss,126-150 yards,2,1.626,-0.3740000000000001,10
Player 12,Male,San Destin Resort - Raven,Tournament,14,4,3,Hit,Hit,101-125 yards,1,1.626,0.6259999999999999,10
Player 15,Female,Nemacolin Resort - Shepards Rock,Qualifying,10,4,4,Hit,Hit,76-100 yards,2,1.626,-0.3740000000000001,10
Player 9,Male,Meadville Country Club,Tournament,13,3,4,Not Applicable (PAR 3),Miss,126-150 yards,2,1.626,-0.3740000000000001,10
Player 10,Male,Longue Vue Club,Qualifying,15,5,5,Missed,Hit,126-150 yards,2,1.626,-0.3740000000000001,10
Player 5,Male,Avalon Lakes Golf Club,Qualifying,1,4,4,Hit,Hit,151-175 yards,2,1.626,-0.3740000000000001,10
Player 11,Male,Longue Vue Club,Qualifying,1,4,5,Hit,Hit,126-150 yards,3,1.626,-1.374,10
Player 3,Male,Columbus Country Club,Tournament,18,5,5,Hit,Hit,Less than 50 yards,2,1.626,-0.3740000000000001,10
Player 12,Male,Nemacolin Resort - Shepards Rock,Qualifying,3,4,3,Hit,Hit,151-175 yards,1,1.626,0.6259999999999999,10
Player 5,Male,Longue Vue Club,Qualifying,11,4,5,Missed,Miss,76-100 yards,2,1.626,-0.3740000000000001,10
Player 19,Female,Longue Vue Club,Competitive,6,4,5,Hit,Miss,76-100 yards,2,1.626,-0.3740000000000001,10
Player 6,Male,San Destin Resort - Raven,Tournament,10,4,4,Hit,Hit,76-100 yards,2,1.626,-0.3740000000000001,10
Player 4,Male,Sedgefield Country Club - Dye Course,Tournament,2,3,2,Not Applicable (PAR 3),Hit,126-150 yards,1,1.626,0.6259999999999999,10
Player 20,Female,Meadville Country Club,Tournament,12,5,6,Missed,Miss,151-175 yards,1,1.626,0.6259999999999999,10
Player 14,Male,PGA National - Champions,Tournament,9,4,6,Missed,Miss,126-150 yards,2,1.626,-0.3740000000000001,10
Player 6,Male,Longue Vue Club,Qualifying,6,4,5,Hit,Hit,101-125 yards,3,1.626,-1.374,10
Player 10,Male,PGA National - Champions,Tournament,18,5,5,Hit,Hit,126-150 yards,2,1.626,-0.3740000000000001,10
Player 6,Male,Nemacolin Resort - Shepards Rock,Qualifying,9,5,7,Missed,Miss,225 + yards,2,1.626,-0.3740000000000001,10
Player 5,Male,Indiana Country Club,Qualifying,15,3,4,Not Applicable (PAR 3),Miss,201-225 yards,2,1.626,-0.3740000000000001,10
Player 2,Male,Avalon Lakes Golf Club,Qualifying,1,4,6,Missed,Miss,176-200 yards,2,1.626,-0.3740000000000001,10
Player 4,Male,Longue Vue Club,Qualifying,3,3,4,Not Applicable (PAR 3),Miss,201-225 yards,2,1.626,-0.3740000000000001,10
Player 1,Male,Nemacolin Resort - Shepards Rock,Qualifying,2,4,5,Missed,Miss,176-200 yards,2,1.626,-0.3740000000000001,10
Player 11,Male,Indiana Country Club,Qualifying,4,4,4,Missed,Miss,101-125 yards,1,1.626,0.6259999999999999,10
Player 10,Male,Longue Vue Club,Qualifying,13,4,4,Hit,Hit,51-75 yards,2,1.626,-0.3740000000000001,10
Player 15,Female,Nemacolin Resort - Shepards Rock,Qualifying,12,3,5,Not Applicable (PAR 3),Miss,126-150 yards,2,1.626,-0.3740000000000001,10
Player 11,Male,Indiana Country Club,Qualifying,10,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,1.626,-0.3740000000000001,10
Player 13,Male,Longue Vue Club,Qualifying,14,4,4,Hit,Hit,101-125 yards,2,1.626,-0.3740000000000001,10
Player 6,Male,San Destin Resort - Raven,Tournament,7,5,5,Hit,Hit,101-125 yards,2,1.626,-0.3740000000000001,10
Player 14,Male,PGA National - Champions,Tournament,5,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.626,-0.3740000000000001,10
Player 14,Male,Indiana Country Club,Qualifying,1,5,5,Missed,Hit,51-75 yards,2,1.626,-0.3740000000000001,10
Player 12,Male,San Destin Resort - Raven,Tournament,17,5,5,Hit,Hit,76-100 yards,2,1.626,-0.3740000000000001,10
Player 3,Male,PGA National - Champions,Tournament,4,4,4,Missed,Hit,Less than 50 yards,2,1.626,-0.3740000000000001,10
Player 20,Female,Indiana Country Club,Qualifying,17,3,4,Not Applicable (PAR 3),Miss,126-150 yards,2,1.626,-0.3740000000000001,10
Player 3,Male,Pittsburgh Field Club,Qualifying,2,4,4,Hit,Hit,Less than 50 yards,2,1.626,-0.3740000000000001,10
Player 5,Male,Longue Vue Club,Qualifying,14,4,4,Hit,Hit,126-150 yards,2,1.626,-0.3740000000000001,10
Player 20,Female,Meadville Country Club,Tournament,3,5,5,Missed,Miss,126-150 yards,1,1.626,0.6259999999999999,10
Player 5,Male,Indiana Country Club,Qualifying,6,4,4,Hit,Hit,101-125 yards,2,1.626,-0.3740000000000001,10
Player 4,Male,Columbus Country Club,Tournament,12,4,4,Hit,Hit,101-125 yards,2,1.626,-0.3740000000000001,10
Player 8,Male,Longue Vue Club,Qualifying,8,5,4,Missed,Hit,Less than 50 yards,1,1.626,0.6259999999999999,10
Player 12,Male,Meadville Country Club,Tournament,10,4,6,Missed,Miss,126-150 yards,2,1.626,-0.3740000000000001,10
Player 6,Male,Nemacolin Resort - Shepards Rock,Qualifying,3,4,4,Hit,Hit,101-125 yards,2,1.626,-0.3740000000000001,10
Player 12,Male,Nemacolin Resort - Shepards Rock,Qualifying,18,4,6,Hit,Miss,126-150 yards,2,1.626,-0.3740000000000001,10
Player 1,Male,Longue Vue Club,Qualifying,9,4,4,Missed,Miss,151-175 yards,1,1.626,0.6259999999999999,10
Player 12,Male,Meadville Country Club,Tournament,3,5,5,Hit,Hit,Less than 50 yards,2,1.626,-0.3740000000000001,10
Player 3,Male,Indiana Country Club,Qualifying,6,4,3,Hit,Hit,76-100 yards,1,1.626,0.6259999999999999,10
Player 3,Male,Pinnacle Golf Club,Qualifying,14,4,4,Hit,Hit,76-100 yards,2,1.626,-0.3740000000000001,10
Player 11,Male,Pittsburgh Field Club,Qualifying,17,4,4,Missed,Miss,101-125 yards,1,1.669,0.669,11
Player 3,Male,San Destin Resort - Raven,Tournament,18,4,3,Hit,Hit,126-150 yards,1,1.669,0.669,11
Player 8,Male,Longue Vue Club,Qualifying,1,4,4,Hit,Hit,101-125 yards,2,1.669,-0.33099999999999996,11
Player 11,Male,Longue Vue Club,Qualifying,4,5,5,Hit,Hit,Less than 50 yards,2,1.669,-0.33099999999999996,11
Player 11,Male,Nemacolin Resort - Shepards Rock,Qualifying,10,4,5,Hit,Miss,126-150 yards,2,1.669,-0.33099999999999996,11
Player 3,Male,Avalon Lakes Golf Club,Qualifying,13,4,4,Missed,Hit,126-150 yards,2,1.669,-0.33099999999999996,11
Player 11,Male,Longue Vue Club,Qualifying,6,4,4,Hit,Hit,151-175 yards,2,1.669,-0.33099999999999996,11
Player 11,Male,Longue Vue Club,Qualifying,12,3,4,Not Applicable (PAR 3),Miss,201-225 yards,2,1.669,-0.33099999999999996,11
Player 8,Male,Longue Vue Club,Qualifying,6,4,4,Hit,Hit,126-150 yards,2,1.669,-0.33099999999999996,11
Player 3,Male,PGA National - Champions,Tournament,1,4,4,Hit,Hit,101-125 yards,1,1.669,0.669,11
Player 12,Male,Longue Vue Club,Qualifying,9,4,4,Missed,Hit,101-125 yards,2,1.705,-0.29499999999999993,12
Player 4,Male,Sedgefield Country Club - Dye Course,Tournament,17,4,4,Hit,Hit,126-150 yards,2,1.705,-0.29499999999999993,12
Player 16,Female,Meadville Country Club,Tournament,6,3,5,Not Applicable (PAR 3),Miss,151-175 yards,2,1.705,-0.29499999999999993,12
Player 13,Male,Indiana Country Club,Qualifying,4,4,5,Missed,Miss,151-175 yards,2,1.705,-0.29499999999999993,12
Player 1,Male,Longue Vue Club,Qualifying,7,4,4,Missed,Hit,Less than 50 yards,2,1.705,-0.29499999999999993,12
Player 6,Male,San Destin Resort - Raven,Tournament,1,4,5,Missed,Miss,126-150 yards,2,1.705,-0.29499999999999993,12
Player 4,Male,Nemacolin Resort - Shepards Rock,Qualifying,7,4,4,Hit,Hit,101-125 yards,2,1.705,-0.29499999999999993,12
Player 12,Male,Meadville Country Club,Tournament,15,4,4,Missed,Hit,225 + yards,2,1.705,-0.29499999999999993,12
Player 6,Male,Longue Vue Club,Qualifying,10,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.705,-0.29499999999999993,12
Player 8,Male,Sedgefield Country Club - Dye Course,Tournament,10,5,4,Hit,Hit,176-200 yards,2,1.705,-0.29499999999999993,12
Player 4,Male,Columbus Country Club,Tournament,16,4,3,Missed,Hit,151-175 yards,1,1.705,0.7050000000000001,12
Player 21,Female,San Destin Resort - Baytowne,Tournament,13,5,6,Hit,Miss,101-125 yards,2,1.705,-0.29499999999999993,12
Player 6,Male,San Destin Resort - Raven,Tournament,9,4,6,Missed,Miss,126-150 yards,1,1.705,0.7050000000000001,12
Player 11,Male,Longue Vue Club,Qualifying,9,4,4,Hit,Hit,151-175 yards,2,1.705,-0.29499999999999993,12
Player 4,Male,Sedgefield Country Club - Dye Course,Tournament,6,4,4,Hit,Hit,101-125 yards,2,1.705,-0.29499999999999993,12
Player 3,Male,Columbus Country Club,Tournament,12,4,4,Hit,Hit,101-125 yards,2,1.705,-0.29499999999999993,12
Player 13,Male,Indiana Country Club,Qualifying,13,4,5,Missed,Miss,126-150 yards,2,1.705,-0.29499999999999993,12
Player 12,Male,San Destin Resort - Raven,Tournament,6,3,4,Not Applicable (PAR 3),Miss,151-175 yards,2,1.705,-0.29499999999999993,12
Player 16,Female,Nemacolin Resort - Shepards Rock,Qualifying,8,3,4,Not Applicable (PAR 3),Hit,151-175 yards,2,1.705,-0.29499999999999993,12
Player 21,Female,PGA National - Palmer,Tournament,6,4,5,Hit,Miss,176-200 yards,2,1.705,-0.29499999999999993,12
Player 11,Male,Longue Vue Club,Qualifying,3,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,1.705,-0.29499999999999993,12
Player 1,Male,Indiana Country Club,Qualifying,6,4,3,Missed,Hit,101-125 yards,1,1.705,0.7050000000000001,12
Player 11,Male,Longue Vue Club,Qualifying,15,5,5,Missed,Hit,76-100 yards,2,1.705,-0.29499999999999993,12
Player 12,Male,Longue Vue Club,Qualifying,10,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,1.705,-0.29499999999999993,12
Player 16,Female,Nemacolin Resort - Shepards Rock,Qualifying,17,4,4,Hit,Hit,51-75 yards,2,1.705,-0.29499999999999993,12
Player 4,Male,San Destin Resort - Raven,Tournament,17,5,5,Missed,Hit,101-125 yards,2,1.705,-0.29499999999999993,12
Player 11,Male,Meadville Country Club,Tournament,5,4,4,Hit,Miss,76-100 yards,1,1.705,0.7050000000000001,12
Player 10,Male,PGA National - Champions,Tournament,17,3,3,Not Applicable (PAR 3),Hit,101-125 yards,2,1.705,-0.29499999999999993,12
Player 3,Male,Avalon Lakes Golf Club,Qualifying,10,4,4,Hit,Hit,51-75 yards,2,1.705,-0.29499999999999993,12
Player 11,Male,Nemacolin Resort - Shepards Rock,Qualifying,4,5,5,Hit,Hit,Less than 50 yards,2,1.705,-0.29499999999999993,12
Player 8,Male,Longue Vue Club,Qualifying,1,4,5,Hit,Miss,151-175 yards,2,1.705,-0.29499999999999993,12
Player 6,Male,Longue Vue Club,Qualifying,16,3,4,Not Applicable (PAR 3),Miss,176-200 yards,2,1.705,-0.29499999999999993,12
Player 4,Male,PGA National - Champions,Tournament,11,4,4,Hit,Hit,126-150 yards,2,1.705,-0.29499999999999993,12
Player 8,Male,Longue Vue Club,Qualifying,14,4,4,Hit,Hit,101-125 yards,2,1.705,-0.29499999999999993,12
Player 3,Male,Pittsburgh Field Club,Qualifying,14,3,4,Not Applicable (PAR 3),Miss,201-225 yards,2,1.705,-0.29499999999999993,12
Player 13,Male,Nemacolin Resort - Shepards Rock,Qualifying,15,4,3,Hit,Hit,101-125 yards,1,1.705,0.7050000000000001,12
Player 20,Female,Indiana Country Club,Qualifying,5,5,5,Hit,Hit,101-125 yards,2,1.705,-0.29499999999999993,12
Player 6,Male,Pittsburgh Field Club,Qualifying,4,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.705,-0.29499999999999993,12
Player 11,Male,Indiana Country Club,Qualifying,7,3,5,Not Applicable (PAR 3),Miss,151-175 yards,3,1.705,-1.295,12
Player 11,Male,Avalon Lakes Golf Club,Qualifying,13,4,5,Hit,Miss,176-200 yards,2,1.705,-0.29499999999999993,12
Player 11,Male,Nemacolin Resort - Shepards Rock,Qualifying,11,4,4,Hit,Hit,101-125 yards,2,1.737,-0.2629999999999999,13
Player 3,Male,San Destin Resort - Raven,Tournament,3,5,5,Hit,Hit,101-125 yards,2,1.737,-0.2629999999999999,13
Player 3,Male,Wigwam Gold Course,Tournament,7,4,6,Hit,Miss,126-150 yards,2,1.737,-0.2629999999999999,13
Player 6,Male,Columbus Country Club,Tournament,17,3,4,Not Applicable (PAR 3),Miss,225 + yards,2,1.737,-0.2629999999999999,13
Player 3,Male,PGA National - Champions,Tournament,3,5,5,Hit,Hit,225 + yards,2,1.737,-0.2629999999999999,13
Player 6,Male,San Destin Resort - Raven,Tournament,7,5,4,Hit,Hit,151-175 yards,1,1.737,0.7370000000000001,13
Player 3,Male,Pinnacle Golf Club,Qualifying,8,4,4,Missed,Miss,101-125 yards,1,1.737,0.7370000000000001,13
Player 3,Male,Sedgefield Country Club - Dye Course,Tournament,18,4,5,Hit,Miss,151-175 yards,2,1.737,-0.2629999999999999,13
Player 11,Male,Sedgefield Country Club - Dye Course,Tournament,11,4,4,Hit,Hit,51-75 yards,2,1.737,-0.2629999999999999,13
Player 3,Male,PGA National - Champions,Tournament,12,4,3,Hit,Hit,151-175 yards,1,1.737,0.7370000000000001,13
Player 3,Male,Avalon Lakes Golf Club,Qualifying,16,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,1.737,-0.2629999999999999,13
Player 4,Male,Columbus Country Club,Tournament,6,4,4,Hit,Hit,176-200 yards,2,1.737,-0.2629999999999999,13
Player 7,Male,Avalon Lakes Golf Club,Qualifying,5,4,4,Hit,Hit,Less than 50 yards,2,1.737,-0.2629999999999999,13
Player 5,Male,Avalon Lakes Golf Club,Qualifying,13,4,5,Hit,Hit,126-150 yards,2,1.765,-0.2350000000000001,14
Player 11,Male,Longue Vue Club,Qualifying,4,4,5,Hit,Hit,Less than 50 yards,2,1.765,-0.2350000000000001,14
Player 11,Male,Longue Vue Club,Qualifying,1,4,5,Missed,Miss,151-175 yards,2,1.765,-0.2350000000000001,14
Player 11,Male,San Destin Resort - Raven,Tournament,8,3,2,Not Applicable (PAR 3),Hit,151-175 yards,1,1.765,0.7649999999999999,14
Player 3,Male,Wigwam Gold Course,Tournament,13,4,4,Missed,Hit,126-150 yards,2,1.765,-0.2350000000000001,14
Player 3,Male,San Destin Resort - Raven,Tournament,12,3,3,Not Applicable (PAR 3),Hit,101-125 yards,2,1.765,-0.2350000000000001,14
Player 11,Male,Meadville Country Club,Tournament,12,5,4,Hit,Hit,Less than 50 yards,1,1.765,0.7649999999999999,14
Player 11,Male,Longue Vue Club,Qualifying,15,5,6,Missed,Miss,151-175 yards,2,1.765,-0.2350000000000001,14
Player 11,Male,Columbus Country Club,Tournament,16,4,4,Hit,Hit,176-200 yards,2,1.765,-0.2350000000000001,14
Player 8,Male,Longue Vue Club,Qualifying,3,3,4,Not Applicable (PAR 3),Miss,176-200 yards,2,1.765,-0.2350000000000001,14
Player 5,Male,Avalon Lakes Golf Club,Qualifying,10,4,5,Hit,Hit,126-150 yards,3,1.765,-1.235,14
Player 5,Male,Avalon Lakes Golf Club,Qualifying,4,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,1.79,-0.20999999999999996,15
Player 19,Female,Longue Vue Club,Competitive,3,3,5,Not Applicable (PAR 3),Miss,126-150 yards,3,1.79,-1.21,15
Player 1,Male,Longue Vue Club,Qualifying,15,5,6,Missed,Miss,176-200 yards,1,1.79,0.79,15
Player 3,Male,PGA National - Champions,Tournament,15,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.79,-0.20999999999999996,15
Player 9,Male,Avalon Lakes Golf Club,Qualifying,6,5,5,Missed,Hit,51-75 yards,2,1.79,-0.20999999999999996,15
Player 2,Male,Longue Vue Club,Qualifying,18,4,5,Missed,Miss,225 + yards,2,1.79,-0.20999999999999996,15
Player 9,Male,Meadville Country Club,Tournament,7,4,4,Hit,Hit,51-75 yards,2,1.79,-0.20999999999999996,15
Player 5,Male,Indiana Country Club,Qualifying,12,4,4,Hit,Hit,126-150 yards,2,1.79,-0.20999999999999996,15
Player 2,Male,Longue Vue Club,Qualifying,17,4,7,Missed,Miss,176-200 yards,2,1.79,-0.20999999999999996,15
Player 2,Male,Nemacolin Resort - Shepards Rock,Qualifying,16,4,5,Hit,Miss,Less than 50 yards,3,1.79,-1.21,15
Player 2,Male,Avalon Lakes Golf Club,Qualifying,7,4,5,Missed,Miss,126-150 yards,2,1.79,-0.20999999999999996,15
Player 15,Female,Nemacolin Resort - Shepards Rock,Qualifying,9,5,5,Hit,Hit,76-100 yards,2,1.79,-0.20999999999999996,15
Player 5,Male,Longue Vue Club,Qualifying,11,4,4,Hit,Hit,151-175 yards,2,1.79,-0.20999999999999996,15
Player 2,Male,Longue Vue Club,Qualifying,14,4,6,Missed,Miss,201-225 yards,2,1.79,-0.20999999999999996,15
Player 13,Male,Longue Vue Club,Qualifying,13,4,4,Missed,Hit,101-125 yards,2,1.79,-0.20999999999999996,15
Player 14,Male,Indiana Country Club,Qualifying,16,4,3,Hit,Hit,126-150 yards,1,1.79,0.79,15
Player 19,Female,Longue Vue Club,Competitive,12,3,4,Not Applicable (PAR 3),Miss,151-175 yards,2,1.79,-0.20999999999999996,15
Player 1,Male,Longue Vue Club,Qualifying,9,4,3,Hit,Hit,101-125 yards,1,1.79,0.79,15
Player 9,Male,Meadville Country Club,Tournament,15,4,3,Missed,Hit,Less than 50 yards,1,1.79,0.79,15
Player 10,Male,Longue Vue Club,Qualifying,4,5,6,Missed,Miss,51-75 yards,2,1.79,-0.20999999999999996,15
Player 4,Male,PGA National - Champions,Tournament,5,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.79,-0.20999999999999996,15
Player 8,Male,PGA National - Champions,Tournament,8,4,4,Missed,Hit,151-175 yards,2,1.79,-0.20999999999999996,15
Player 1,Male,Longue Vue Club,Qualifying,3,3,4,Not Applicable (PAR 3),Miss,201-225 yards,2,1.79,-0.20999999999999996,15
Player 4,Male,PGA National - Champions,Tournament,17,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.79,-0.20999999999999996,15
Player 8,Male,Avalon Lakes Golf Club,Qualifying,13,4,6,Missed,Miss,101-125 yards,3,1.79,-1.21,15
Player 21,Female,Indiana Country Club,Qualifying,9,4,4,Hit,Hit,101-125 yards,2,1.79,-0.20999999999999996,15
Player 10,Male,Pittsburgh Field Club,Qualifying,1,4,5,Missed,Miss,151-175 yards,2,1.79,-0.20999999999999996,15
Player 10,Male,Pittsburgh Field Club,Qualifying,7,4,4,Missed,Miss,126-150 yards,1,1.79,0.79,15
Player 4,Male,Sedgefield Country Club - Dye Course,Tournament,18,4,4,Missed,Hit,126-150 yards,2,1.79,-0.20999999999999996,15
Player 1,Male,Longue Vue Club,Qualifying,14,4,5,Missed,Miss,151-175 yards,2,1.79,-0.20999999999999996,15
Player 10,Male,Longue Vue Club,Qualifying,9,4,4,Hit,Hit,126-150 yards,2,1.79,-0.20999999999999996,15
Player 10,Male,PGA National - Champions,Tournament,8,4,4,Hit,Hit,76-100 yards,2,1.79,-0.20999999999999996,15
Player 11,Male,Longue Vue Club,Qualifying,3,3,3,Not Applicable (PAR 3),Miss,176-200 yards,1,1.79,0.79,15
Player 15,Female,Nemacolin Resort - Shepards Rock,Qualifying,7,4,4,Hit,Hit,101-125 yards,2,1.79,-0.20999999999999996,15
Player 19,Female,Indiana Country Club,Qualifying,1,5,5,Missed,Hit,176-200 yards,2,1.79,-0.20999999999999996,15
Player 8,Male,Longue Vue Club,Qualifying,17,4,5,Missed,Miss,201-225 yards,2,1.79,-0.20999999999999996,15
Player 6,Male,Longue Vue Club,Qualifying,12,3,3,Not Applicable (PAR 3),Hit,201-225 yards,1,1.79,0.79,15
Player 10,Male,Longue Vue Club,Qualifying,16,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.79,-0.20999999999999996,15
Player 4,Male,PGA National - Champions,Tournament,5,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,1.79,-0.20999999999999996,15
Player 15,Female,Nemacolin Resort - Shepards Rock,Qualifying,15,4,6,Hit,Miss,76-100 yards,3,1.79,-1.21,15
Player 8,Male,Longue Vue Club,Qualifying,16,3,4,Not Applicable (PAR 3),Hit,176-200 yards,3,1.79,-1.21,15
Player 4,Male,Columbus Country Club,Tournament,6,4,5,Hit,Miss,151-175 yards,2,1.79,-0.20999999999999996,15
Player 1,Male,Longue Vue Club,Qualifying,2,4,5,Missed,Miss,126-150 yards,2,1.79,-0.20999999999999996,15
Player 4,Male,Columbus Country Club,Tournament,12,4,4,Hit,Hit,Less than 50 yards,2,1.79,-0.20999999999999996,15
Player 9,Male,Meadville Country Club,Tournament,4,4,6,Missed,Miss,126-150 yards,2,1.79,-0.20999999999999996,15
Player 15,Female,Avalon Lakes Golf Club,Qualifying,3,5,5,Missed,Hit,Less than 50 yards,2,1.79,-0.20999999999999996,15
Player 6,Male,San Destin Resort - Raven,Tournament,15,4,5,Missed,Miss,225 + yards,2,1.79,-0.20999999999999996,15
Player 4,Male,Longue Vue Club,Qualifying,18,4,5,Hit,Miss,176-200 yards,2,1.79,-0.20999999999999996,15
Player 1,Male,Nemacolin Resort - Shepards Rock,Qualifying,8,3,5,Not Applicable (PAR 3),Miss,201-225 yards,2,1.79,-0.20999999999999996,15
Player 8,Male,Longue Vue Club,Qualifying,16,3,4,Not Applicable (PAR 3),Miss,126-150 yards,2,1.79,-0.20999999999999996,15
Player 13,Male,Avalon Lakes Golf Club,Qualifying,8,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,1.79,-0.20999999999999996,15
Player 11,Male,Longue Vue Club,Qualifying,18,4,4,Hit,Hit,176-200 yards,2,1.79,-0.20999999999999996,15
Player 10,Male,Longue Vue Club,Qualifying,9,4,5,Missed,Miss,151-175 yards,2,1.79,-0.20999999999999996,15
Player 6,Male,Nemacolin Resort - Shepards Rock,Qualifying,12,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,1.79,-0.20999999999999996,15
Player 7,Male,Longue Vue Club,Qualifying,6,4,4,Hit,Hit,126-150 yards,2,1.79,-0.20999999999999996,15
Player 2,Male,Indiana Country Club,Qualifying,14,4,4,Missed,Hit,126-150 yards,2,1.79,-0.20999999999999996,15
Player 1,Male,Indiana Country Club,Qualifying,15,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,1.79,-0.20999999999999996,15
Player 2,Male,Longue Vue Club,Qualifying,9,4,4,Hit,Hit,151-175 yards,2,1.79,-0.20999999999999996,15
Player 9,Male,Meadville Country Club,Tournament,9,5,5,Missed,Hit,Less than 50 yards,2,1.79,-0.20999999999999996,15
Player 14,Male,Indiana Country Club,Qualifying,7,3,4,Not Applicable (PAR 3),Miss,151-175 yards,2,1.79,-0.20999999999999996,15
